id,time,mood,appCat.communication,appCat.other,sms,circumplex.valence,screen,appCat.entertainment,appCat.weather,appCat.social,appCat.game,appCat.office,call,appCat.builtin,appCat.finance,circumplex.arousal,activity,appCat.utilities,appCat.unknown,appCat.travel
AS14.01,2014-04-10 19:00:00,8.0,225.84799999999998,6.114,0.0,1.0,446.3820004463196,0.0,0.0,23.075000000000003,0.0,0.0,7.0,310.503,0.0,0.0,0.239553822300314,11.034,0.0,0.0
AS14.01,2014-04-10 23:00:00,8.0,298.809,6.019,0.0,1.0,925.3079993724831,318.441,0.0,82.799,0.0,0.0,0.0,39.042,0.0,-1.0,0.26961971229169646,179.81300000000002,0.0,0.0
AS14.01,2014-04-11 09:00:00,7.0,248.66299999999998,9.22,0.0,1.0,525.1029994487767,38.676,0.0,43.459,0.0,0.0,0.0,763.129,0.0,-1.0,0.0083333333333333,0.0,0.0,0.0
AS14.01,2014-04-11 12:00:00,7.0,563.021,8.097,0.0,1.0,1201.789000511169,108.844,0.0,44.138000000000005,0.0,0.0,0.0,1984.7240000000002,0.0,-1.0,0.454412624196376,6.0169999999999995,0.0,0.0
AS14.01,2014-04-11 15:00:00,7.0,796.933,8.088,0.0,1.0,1042.4089999198914,0.0,0.0,0.0,0.0,0.0,0.0,190.91,0.0,-2.0,0.31810333410795144,46.281000000000006,0.0,0.0
AS14.01,2014-04-11 18:00:00,8.0,970.408,16.07,0.0,1.0,2763.687999963761,227.17,0.0,394.86899999999997,0.0,0.0,0.0,228.811,0.0,-1.0,0.9490536782890601,114.964,0.0,34.234
AS14.01,2014-04-11 22:00:00,6.0,1002.0419999999999,10.128,0.0,0.0,4917.938000440601,1022.885,0.0,157.8,0.0,0.0,0.0,75.163,94.093,-1.0,0.18976587982673182,47.386,0.0,0.0
AS14.01,2014-04-12 09:00:00,7.0,4.188,9.069,0.0,1.0,506.8399999141696,617.239,0.0,0.0,0.0,0.0,0.0,217.00900000000001,0.0,-2.0,0.05,0.0,0.0,0.0
AS14.01,2014-04-12 12:00:00,6.0,4867.231,8.037,0.0,0.0,6992.464999914167,0.0,0.0,88.751,0.0,0.0,0.0,35.527,0.0,-1.0,0.2,71.424,0.0,0.0
AS14.01,2014-04-12 16:00:00,8.0,661.641,35.6,0.0,1.0,1780.0400002002712,953.6389999999999,0.0,60.878,0.0,0.0,0.0,53.437000000000005,0.0,-1.0,0.5083333333333337,17.337,0.0,0.0
AS14.01,2014-04-12 21:00:00,8.0,222.32999999999998,6.23,0.0,1.0,628.57300066948,99.34700000000001,0.0,83.68100000000001,0.0,0.0,0.0,124.635,0.0,1.0,0.5908402203856753,91.886,0.0,0.0
AS14.01,2014-04-13 10:00:00,8.0,843.8810000000001,56.861,0.0,1.0,2347.9259998798343,1133.496,0.0,31.122,0.0,0.0,0.0,59.386,0.0,-2.0,0.4016106442577026,171.74499999999998,0.0,5.031
AS14.01,2014-04-13 12:00:00,8.0,347.768,41.114,0.0,1.0,462.4709997177131,35.196,0.0,0.0,0.0,0.0,0.0,38.278000000000006,0.0,-1.0,0.1182238408740717,0.0,0.0,0.0
AS14.01,2014-04-13 16:00:00,8.0,48.18,10.15,0.0,1.0,236.4889998435976,0.0,0.0,0.0,0.0,0.0,0.0,110.383,67.368,-1.0,0.042090395480226,0.0,0.0,0.0
AS14.01,2014-04-13 22:00:00,8.0,69.1,8.23,0.0,1.0,227.42000007629397,0.0,0.0,13.229,0.0,0.0,0.0,121.474,15.045,-1.0,0.1093909358615241,0.0,0.0,0.0
AS14.01,2014-04-14 09:00:00,6.0,705.111,7.02,0.0,0.0,4383.601999998096,3386.681,0.0,21.273,0.0,0.0,0.0,235.062,0.0,-2.0,0.058333333333333307,28.166999999999998,0.0,0.0
AS14.01,2014-04-14 12:00:00,8.0,851.7470000000001,11.04,0.0,1.0,4436.513999462127,1553.394,0.0,1708.753,0.0,0.0,0.0,86.882,0.0,-2.0,0.3799316336704174,224.463,0.0,0.0
AS14.01,2014-04-14 14:00:00,7.0,1373.364,38.177,0.0,0.0,2013.2480001449585,242.4,0.0,168.376,0.0,0.0,0.0,161.978,24.073,0.0,0.50516600082656,0.0,0.0,5.015
AS14.01,2014-04-14 18:00:00,7.0,1639.939,78.75,0.0,1.0,2803.03899908066,397.716,0.0,164.618,0.0,0.0,1.0,283.597,0.0,-1.0,0.3893961974438871,57.094,0.0,24.089
